shape model output for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
this model assumes the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2).
these solutions vary the polar radius to fit the pair of Voyager 2 occultations reported in Lindal et al. 1987 to a Gaussian standard deviation of 50 m.
the wind fit spectral coefficients are also allowed to vary within their Gaussian uncertainties following S15 Table 5 (Fit 1).
this model has l=0,2,..., 18 wind spectral cofficients:  -1.231309 -3.594881 -0.109060  0.831030  0.298835 -0.227136 -0.223498 -0.023273  0.243259  0.054566
    0.5448979592    -0.5762674158   -33.0176907958   -34.1466557580    -0.0197041557     0.0001054589 25400.2463552396
    0.5469387755    -0.5787032286   -33.1572525920   -34.2893953552    -0.0197596188     0.0001055149 25399.0254056685
    0.5489795918    -0.5811429239   -33.2970368357   -34.4323406874    -0.0198147902     0.0001055711 25397.7991392456
    0.5510204082    -0.5835865349   -33.4370454299   -34.5754945017    -0.0198696847     0.0001056275 25396.5675473252
    0.5530612245    -0.5860340951   -33.5772802985   -34.7188578317    -0.0199242866     0.0001056843 25395.3306211634
    0.5551020408    -0.5884856384   -33.7177433863   -34.8624325840    -0.0199785954     0.0001057413 25394.0883519170
    0.5571428571    -0.5909411993   -33.8584366595   -35.0062206916    -0.0200326105     0.0001057985 25392.8407294435
    0.5591836735    -0.5934008123   -33.9993621059   -35.1502247847    -0.0200863430     0.0001058561 25391.5877425438
    0.5612244898    -0.5958645126   -34.1405217358   -35.2944469118    -0.0201397936     0.0001059140 25390.3293814957
    0.5632653061    -0.5983323357   -34.2819175814   -35.4388885457    -0.0201929527     0.0001059722 25389.0656362114
    0.5653061224    -0.6008043174   -34.4235516982   -35.5835517456    -0.0202458201     0.0001060308 25387.7964962052
    0.5673469388    -0.6032804939   -34.5654261647   -35.7284386001    -0.0202983962     0.0001060896 25386.5219505871
    0.5693877551    -0.6057609021   -34.7075430829   -35.8735526142    -0.0203507054     0.0001061489 25385.2419880565
    0.5714285714    -0.6082455789   -34.8499045790   -36.0188949724    -0.0204027313     0.0001062086 25383.9565968965
    0.5734693878    -0.6107345620   -34.9925128037   -36.1644676499    -0.0204544708     0.0001062686 25382.6657649667
    0.5755102041    -0.6132278892   -35.1353699322   -36.3102728704    -0.0205059247     0.0001063291 25381.3694796971
    0.5775510204    -0.6157255991   -35.2784781651   -36.4563129686    -0.0205570954     0.0001063899 25380.0677280807
    0.5795918367    -0.6182277304   -35.4218397290   -36.6025920895    -0.0206080163     0.0001064513 25378.7604966672
    0.5816326531    -0.6207343225   -35.5654568761   -36.7491108445    -0.0206586590     0.0001065132 25377.4477715553
    0.5836734694    -0.6232454151   -35.7093318855   -36.8958715979    -0.0207090247     0.0001065755 25376.1295383857
    0.5857142857    -0.6257610485   -35.8534670635   -37.0428767477    -0.0207591151     0.0001066383 25374.8057823335
    0.5877551020    -0.6282812635   -35.9978647435   -37.1901288656    -0.0208089345     0.0001067016 25373.4764881005
    0.5897959184    -0.6308061012   -36.1425272873   -37.3376325650    -0.0208585220     0.0001067655 25372.1416399075
    0.5918367347    -0.6333356033   -36.2874570851   -37.4853882963    -0.0209078438     0.0001068301 25370.8012214861
    0.5938775510    -0.6358698122   -36.4326565560   -37.6333986028    -0.0209569022     0.0001068951 25369.4552160703
    0.5959183673    -0.6384087704   -36.5781281488   -37.7816660642    -0.0210056993     0.0001069608 25368.1036063885
    0.5979591837    -0.6409525214   -36.7238743423   -37.9301932970    -0.0210542376     0.0001070271 25366.7463746544
    0.6000000000    -0.6435011088   -36.8698976458   -38.0789854445    -0.0211025630     0.0001070942 25365.3835025583
    0.6020408163    -0.6460545771   -37.0162006001   -38.2280432371    -0.0211506440     0.0001071619 25364.0149712579
    0.6040816327    -0.6486129710   -37.1627857773   -38.3773690952    -0.0211984779     0.0001072303 25362.6407613692
    0.6061224490    -0.6511763362   -37.3096557821   -38.5269657834    -0.0212460675     0.0001072995 25361.2608531214
    0.6081632653    -0.6537447186   -37.4568132522   -38.6768361044    -0.0212934157     0.0001073693 25359.8752272421
    0.6102040816    -0.6563181648   -37.6042608584   -38.8269844306    -0.0213405522     0.0001074400 25358.4838619836
    0.6122448980    -0.6588967220   -37.7520013062   -38.9774138885    -0.0213874843     0.0001075116 25357.0867345856
    0.6142857143    -0.6614804381   -37.9000373354   -39.1281258136    -0.0214341875     0.0001075839 25355.6838217474
    0.6163265306    -0.6640693616   -38.0483717214   -39.2791231550    -0.0214806648     0.0001076571 25354.2750996175
    0.6183673469    -0.6666635414   -38.1970072760   -39.4304089005    -0.0215269193     0.0001077311 25352.8605437841
    0.6204081633    -0.6692630273   -38.3459468472   -39.5819860762    -0.0215729542     0.0001078061 25351.4401292648
    0.6224489796    -0.6718678696   -38.4951933211   -39.7338605931    -0.0216188222     0.0001078820 25350.0138304953
    0.6244897959    -0.6744781195   -38.6447496216   -39.8860335340    -0.0216644912     0.0001079589 25348.5816213194
    0.6265306122    -0.6770938286   -38.7946187117   -40.0385073666    -0.0217099526     0.0001080368 25347.1434749773
    0.6285714286    -0.6797150493   -38.9448035941   -40.1912852590    -0.0217552091     0.0001081157 25345.6993640944
    0.6306122449    -0.6823418347   -39.0953073120   -40.3443704174    -0.0218002638     0.0001081955 25344.2492606694
    0.6326530612    -0.6849742386   -39.2461329497   -40.4977660860    -0.0218451193     0.0001082764 25342.7931360624
    0.6346938776    -0.6876123158   -39.3972836338   -40.6514784981    -0.0218898298     0.0001083584 25341.3309609826
    0.6367346939    -0.6902561213   -39.5487625338   -40.8055089098    -0.0219343621     0.0001084416 25339.8627054753
    0.6387755102    -0.6929057114   -39.7005728628   -40.9598598823    -0.0219787047     0.0001085259 25338.3883389091
    0.6408163265    -0.6955611429   -39.8527178787   -41.1145347937    -0.0220228597     0.0001086112 25336.9078299627
    0.6428571429    -0.6982224734   -40.0052008849   -41.2695370584    -0.0220668291     0.0001086978 25335.4211466106
    0.6448979592    -0.7008897614   -40.1580252311   -41.4248701273    -0.0221106145     0.0001087854 25333.9282561096
    0.6469387755    -0.7035630662   -40.3111943147   -41.5805387323    -0.0221542394     0.0001088743 25332.4291249840
    0.6489795918    -0.7062424480   -40.4647115813   -41.7365477103    -0.0221977280     0.0001089645 25330.9237190106
    0.6510204082    -0.7089279677   -40.6185805260   -41.8928980865    -0.0222410371     0.0001090560 25329.4120032037
    0.6530612245    -0.7116196872   -40.7728046940   -42.0495934351    -0.0222841674     0.0001091487 25327.8939417991
    0.6551020408    -0.7143176693   -40.9273876824   -42.2066373649    -0.0223271189     0.0001092426 25326.3694982380
    0.6571428571    -0.7170219777   -41.0823331405   -42.3640335186    -0.0223698916     0.0001093378 25324.8386351506
    0.6591836735    -0.7197326770   -41.2376447712   -42.5217855729    -0.0224124850     0.0001094342 25323.3013143387
    0.6612244898    -0.7224498329   -41.3933263324   -42.6798982277    -0.0224549156     0.0001095321 25321.7574967585
    0.6632653061    -0.7251735117   -41.5493816378   -42.8383768068    -0.0224972097     0.0001096313 25320.2071429678
    0.6653061224    -0.7279037813   -41.7058145582   -42.9972224585    -0.0225393198     0.0001097319 25318.6502163171
    0.6673469388    -0.7306407100   -41.8626290228   -43.1564389715    -0.0225812435     0.0001098338 25317.0866769126
    0.6693877551    -0.7333843675   -42.0198290204   -43.3160301660    -0.0226229778     0.0001099370 25315.5164837687
    0.6714285714    -0.7361348246   -42.1774186009   -43.4759998939    -0.0226645192     0.0001100416 25313.9395956843
    0.6734693878    -0.7388921529   -42.3354018762   -43.6363520385    -0.0227058637     0.0001101476 25312.3559712407
    0.6755102041    -0.7416564254   -42.4937830220   -43.7970905141    -0.0227470069     0.0001102549 25310.7655687982
    0.6775510204    -0.7444277160   -42.6525662790   -43.9582203413    -0.0227879623     0.0001103636 25309.1683464936
    0.6795918367    -0.7472061000   -42.8117559545   -44.1197463083    -0.0228287383     0.0001104738 25307.5642622376
    0.6816326531    -0.7499916536   -42.9713564236   -44.2816703895    -0.0228692929     0.0001105854 25305.9532737115
    0.6836734694    -0.7527844546   -43.1313721313   -44.4439966039    -0.0229096189     0.0001106983 25304.3353383645
    0.6857142857    -0.7555845816   -43.2918075933   -44.6067290009    -0.0229497080     0.0001108126 25302.7104134112
    0.6877551020    -0.7583921149   -43.4526673983   -44.7698716604    -0.0229895513     0.0001109282 25301.0784558281
    0.6897959184    -0.7612071357   -43.6139562096   -44.9334286927    -0.0230291392     0.0001110452 25299.4394223510
    0.6918367347    -0.7640297268   -43.7756787663   -45.0974042384    -0.0230684613     0.0001111635 25297.7932694720
    0.6938775510    -0.7668599722   -43.9378398857   -45.2618024690    -0.0231075063     0.0001112831 25296.1399534366
    0.6959183673    -0.7696979575   -44.1004444649   -45.4266275867    -0.0231462620     0.0001114041 25294.4794302404
    0.6979591837    -0.7725437695   -44.2634974825   -45.5918857873    -0.0231847497     0.0001115264 25292.8116556264
    0.7000000000    -0.7753974966   -44.4270040008   -45.7575792279    -0.0232229187     0.0001116501 25291.1365850819
    0.7020408163    -0.7782592286   -44.5909691678   -45.9237121417    -0.0232607530     0.0001117750 25289.4541739288
    0.7040816327    -0.7811290570   -44.7553982192   -46.0902888512    -0.0232982367     0.0001119011 25287.7643811502
    0.7061224490    -0.7840070746   -44.9202964804   -46.2573137134    -0.0233353529     0.0001120285 25286.0671647723
    0.7081632653    -0.7868933760   -45.0856693690   -46.4247911208    -0.0233720837     0.0001121570 25284.3624815934
    0.7102040816    -0.7897880574   -45.2515223968   -46.5927255030    -0.0234084101     0.0001122867 25282.6502890772
    0.7122448980    -0.7926912167   -45.4178611722   -46.7611213274    -0.0234443124     0.0001124175 25280.9305453763
    0.7142857143    -0.7956029535   -45.5846914028   -46.9299831011    -0.0234797695     0.0001125494 25279.2032093573
    0.7163265306    -0.7985233692   -45.7520188977   -47.0993153721    -0.0235147595     0.0001126824 25277.4682406277
    0.7183673469    -0.8014525670   -45.9198495701   -47.2691227313    -0.0235492592     0.0001128164 25275.7255995623
    0.7204081633    -0.8043906520   -46.0881894401   -47.4394098145    -0.0235832445     0.0001129514 25273.9752473320
    0.7224489796    -0.8073377312   -46.2570446372   -47.6101814687    -0.0236166929     0.0001130874 25272.2171459331
    0.7244897959    -0.8102939134   -46.4264214035   -47.7814425899    -0.0236495811     0.0001132242 25270.4512582183
    0.7265306122    -0.8132593097   -46.5963260961   -47.9531974529    -0.0236818727     0.0001133619 25268.6775479286
    0.7285714286    -0.8162340331   -46.7667651908   -48.1254509021    -0.0237135392     0.0001135004 25266.8959797268
    0.7306122449    -0.8192181987   -46.9377452847   -48.2982078410    -0.0237445510     0.0001136396 25265.1065192321
    0.7326530612    -0.8222119238   -47.1092730996   -48.4714732356    -0.0237748774     0.0001137795 25263.3091330565
    0.7346938776    -0.8252153280   -47.2813554856   -48.6452521179    -0.0238044869     0.0001139200 25261.5037888428
    0.7367346939    -0.8282285332   -47.4539994242   -48.8195495898    -0.0238333465     0.0001140610 25259.6904553535
    0.7387755102    -0.8312516635   -47.6272120320   -48.9943708275    -0.0238614224     0.0001142026 25257.8691036356
    0.7408163265    -0.8342848456   -47.8010005647   -49.1697210857    -0.0238886796     0.0001143446 25256.0397066340
    0.7428571429    -0.8373282086   -47.9753724206   -49.3456057022    -0.0239150823     0.0001144870 25254.2022387494
    0.7448979592    -0.8403818842   -48.1503351447   -49.5220301035    -0.0239405934     0.0001146297 25252.3566760262
    0.7469387755    -0.8434460067   -48.3258964330   -49.6989998096    -0.0239651749     0.0001147726 25250.5029962143
    0.7489795918    -0.8465207132   -48.5020641364   -49.8765204398    -0.0239887879     0.0001149156 25248.6411788343
    0.7510204082    -0.8496061434   -48.6788462656   -50.0545977191    -0.0240113926     0.0001150588 25246.7712052448
    0.7530612245    -0.8527024401   -48.8562509955   -50.2332374843    -0.0240329480     0.0001152019 25244.8930587137
    0.7551020408    -0.8558097488   -49.0342866700   -50.4124456907    -0.0240534125     0.0001153450 25243.0067244912
    0.7571428571    -0.8589282182   -49.2129618067   -50.5922284197    -0.0240727437     0.0001154879 25241.1121898876
    0.7591836735    -0.8620580001   -49.3922851027   -50.7725918856    -0.0240908980     0.0001156305 25239.2094443535
    0.7612244898    -0.8651992496   -49.5722654391   -50.9535424440    -0.0241078316     0.0001157728 25237.2984795639
    0.7632653061    -0.8683521249   -49.7529118872   -51.1350865999    -0.0241234996     0.0001159147 25235.3792895064
    0.7653061224    -0.8715167878   -49.9342337142   -51.3172310165    -0.0241378565     0.0001160561 25233.4518705728
    0.7673469388    -0.8746934035   -50.1162403889   -51.4999825238    -0.0241508563     0.0001161969 25231.5162216559
    0.7693877551    -0.8778821410   -50.2989415880   -51.6833481287    -0.0241624523     0.0001163371 25229.5723442493
    0.7714285714    -0.8810831728   -50.4823472028   -51.8673350246    -0.0241725976     0.0001164764 25227.6202425537
    0.7734693878    -0.8842966755   -50.6664673458   -52.0519506014    -0.0241812445     0.0001166149 25225.6599238662
    0.7755102041    -0.8875228296   -50.8513123577   -52.2372024569    -0.0241883453     0.0001167524 25223.6913997262
    0.7775510204    -0.8907618196   -51.0368928148   -52.4230984074    -0.0241938517     0.0001168889 25221.7146835070
    0.7795918367    -0.8940138344   -51.2232195364   -52.6096464992    -0.0241977153     0.0001170242 25219.7297908733
    0.7816326531    -0.8972790671   -51.4103035930   -52.7968550208    -0.0241998877     0.0001171583 25217.7367400285
    0.7836734694    -0.9005577156   -51.5981563144   -52.9847325155    -0.0242003200     0.0001172911 25215.7355518220
    0.7857142857    -0.9038499823   -51.7867892983   -53.1732877937    -0.0241989638     0.0001174224 25213.7262498621
    0.7877551020    -0.9071560743   -51.9762144194   -53.3625299470    -0.0241957704     0.0001175523 25211.7088606344
    0.7897959184    -0.9104762040   -52.1664438387   -53.5524683614    -0.0241906914     0.0001176805 25209.6834136258
    0.7918367347    -0.9138105888   -52.3574900132   -53.7431127320    -0.0241836786     0.0001178070 25207.6499414548
    0.7938775510    -0.9171594514   -52.5493657065   -53.9344730774    -0.0241746841     0.0001179317 25205.6084800090
    0.7959183673    -0.9205230201   -52.7420839987   -54.1265592809    -0.0241636521     0.0001180546 25203.5590685884
    0.7979591837    -0.9239015290   -52.9356582985   -54.3193798366    -0.0241504968     0.0001181753 25201.5017515538
    0.8000000000    -0.9272952180   -53.1301023542   -54.5129481882    -0.0241352129     0.0001182940 25199.4365765237
    0.8020408163    -0.9307043332   -53.3254302661   -54.7072758048    -0.0241177544     0.0001184105 25197.3635921693
    0.8040816327    -0.9341291270   -53.5216564995   -54.9023745622    -0.0240980762     0.0001185247 25195.2828495683
    0.8061224490    -0.9375698586   -53.7187958976   -55.0982567601    -0.0240761340     0.0001186367 25193.1944023135
    0.8081632653    -0.9410267938   -53.9168636960   -55.2949351403    -0.0240518840     0.0001187463 25191.0983066270
    0.8102040816    -0.9445002057   -54.1158755372   -55.4924229062    -0.0240252839     0.0001188534 25188.9946214812
    0.8122448980    -0.9479903746   -54.3158474857   -55.6907337411    -0.0239962920     0.0001189580 25186.8834087254
    0.8142857143    -0.9514975886   -54.5167960447   -55.8898818291    -0.0239648678     0.0001190600 25184.7647332199
    0.8163265306    -0.9550221437   -54.7187381727   -56.0898818749    -0.0239309721     0.0001191593 25182.6386629774
    0.8183673469    -0.9585643440   -54.9216913014   -56.2907434024    -0.0238944668     0.0001192556 25180.5052693115
    0.8204081633    -0.9621245024   -55.1256733545   -56.4924873173    -0.0238554039     0.0001193491 25178.3646267999
    0.8224489796    -0.9657029407   -55.3307027670   -56.6951303699    -0.0238137541     0.0001194398 25176.2168125615
    0.8244897959    -0.9692999900   -55.5367985066   -56.8986895904    -0.0237694835     0.0001195275 25174.0619053366
    0.8265306122    -0.9729159908   -55.7439800947   -57.1031826444    -0.0237225597     0.0001196124 25171.8999853308
    0.8285714286    -0.9765512941   -55.9522676300   -57.3086278575    -0.0236729518     0.0001196942 25169.7311342776
    0.8306122449    -0.9802062611   -56.1616818123   -57.5150438035    -0.0236206227     0.0001197730 25167.5554355056
    0.8326530612    -0.9838812640   -56.3722439680   -57.7224432006    -0.0235654222     0.0001198484 25165.3729740083
    0.8346938776    -0.9875766864   -56.5839760772   -57.9308538091    -0.0235074510     0.0001199208 25163.1838365182
    0.8367346939    -0.9912929239   -56.7969008020   -58.1402968972    -0.0234466850     0.0001199900 25160.9881115849
    0.8387755102    -0.9950303845   -57.0110415164   -58.3507945327    -0.0233831013     0.0001200562 25158.7858896573
    0.8408163265    -0.9987894889   -57.2264223382   -58.5623696132    -0.0233166786     0.0001201193 25156.5772624731
    0.8428571429    -1.0025706719   -57.4430681625   -58.7750403917    -0.0232473009     0.0001201790 25154.3623206741
    0.8448979592    -1.0063743820   -57.6610046973   -58.9888337534    -0.0231749889     0.0001202354 25152.1411576621
    0.8469387755    -1.0102010827   -57.8802585008   -59.2037786276    -0.0230997839     0.0001202887 25149.9138671064
    0.8489795918    -1.0140512533   -58.1008570218   -59.4199016137    -0.0230216711     0.0001203391 25147.6805425336
    0.8510204082    -1.0179253889   -58.3228286418   -59.6372297116    -0.0229406264     0.0001203863 25145.4412772886
    0.8530612245    -1.0218240020   -58.5462027200   -59.8557837495    -0.0228565008     0.0001204301 25143.1961644914
    0.8551020408    -1.0257476230   -58.7710096411   -60.0756021341    -0.0227694344     0.0001204710 25140.9452969895
    0.8571428571    -1.0296968008   -58.9972808661   -60.2967157924    -0.0226794179     0.0001205090 25138.6887673065
    0.8591836735    -1.0336721045   -59.2250489867   -60.5191559027    -0.0225864266     0.0001205442 25136.4266675843
    0.8612244898    -1.0376741234   -59.4543477825   -60.7429489398    -0.0224903329     0.0001205761 25134.1590880713
    0.8632653061    -1.0417034691   -59.6852122830   -60.9681377432    -0.0223912733     0.0001206053 25131.8861146709
    0.8653061224    -1.0457607758   -59.9176788330   -61.1947583332    -0.0222892421     0.0001206319 25129.6078342027
    0.8673469388    -1.0498467020   -60.1517851626   -61.4228433492    -0.0221841503     0.0001206558 25127.3243314490
    0.8693877551    -1.0539619319   -60.3875704629   -61.6524334916    -0.0220760244     0.0001206770 25125.0356887517
    0.8714285714    -1.0581071761   -60.6250754655   -61.8835727544    -0.0219649213     0.0001206959 25122.7419857936
    0.8734693878    -1.0622831742   -60.8643425293   -62.1163002523    -0.0218507844     0.0001207124 25120.4432993593
    0.8755102041    -1.0664906953   -61.1054157324   -62.3506588803    -0.0217335929     0.0001207266 25118.1397030750
    0.8775510204    -1.0707305406   -61.3483409720   -62.5866987464    -0.0216134205     0.0001207388 25115.8312671242
    0.8795918367    -1.0750035447   -61.5931660703   -62.8244642130    -0.0214902067     0.0001207490 25113.5180579369
    0.8816326531    -1.0793105778   -61.8399408902   -63.0640053878    -0.0213639557     0.0001207574 25111.2001379188
    0.8836734694    -1.0836525480   -62.0887174586   -63.3053769848    -0.0212347146     0.0001207641 25108.8775679439
    0.8857142857    -1.0880304035   -62.3395501007   -63.5486288266    -0.0211024047     0.0001207693 25106.5504017223
    0.8877551020    -1.0924451350   -62.5924955840   -63.7938208806    -0.0209670818     0.0001207731 25104.2186871344
    0.8897959184    -1.0968977787   -62.8476132749   -64.0410112111    -0.0208287233     0.0001207757 25101.8824682065
    0.8918367347    -1.1013894190   -63.1049653087   -64.2902605949    -0.0206873054     0.0001207773 25099.5417847419
    0.8938775510    -1.1059211919   -63.3646167727   -64.5416352792    -0.0205428483     0.0001207781 25097.1966719146
    0.8959183673    -1.1104942885   -63.6266359071   -64.7952006195    -0.0203953018     0.0001207782 25094.8471598210
    0.8979591837    -1.1151099586   -63.8910943224   -65.0510290881    -0.0202446808     0.0001207778 25092.4932729845
    0.9000000000    -1.1197695150   -64.1580672368   -65.3091935989    -0.0200909451     0.0001207771 25090.1350298070
    0.9020408163    -1.1244743380   -64.4276337361   -65.5697722518    -0.0199340776     0.0001207764 25087.7724419611
    0.9040816327    -1.1292258803   -64.6998770572   -65.8328465997    -0.0197740488     0.0001207758 25085.4055137162
    0.9061224490    -1.1340256726   -64.9748848997   -66.0985016746    -0.0196108123     0.0001207754 25083.0342432307
    0.9081632653    -1.1388753294   -65.2527497676   -66.3668286666    -0.0194443449     0.0001207756 25080.6586280665
    0.9102040816    -1.1437765557   -65.5335693460   -66.6379209101    -0.0192745709     0.0001207765 25078.2786519069
    0.9122448980    -1.1487311539   -65.8174469161   -66.9118800224    -0.0191014611     0.0001207782 25075.8942935053
    0.9142857143    -1.1537410325   -66.1044918138   -67.1888102002    -0.0189249260     0.0001207810 25073.5055276879
    0.9163265306    -1.1588082142   -66.3948199388   -67.4688233705    -0.0187448961     0.0001207850 25071.1123249593
    0.9183673469    -1.1639348463   -66.6885543185   -67.7520385202    -0.0185613009     0.0001207905 25068.7146510620
    0.9204081633    -1.1691232113   -66.9858257369   -68.0385790847    -0.0183740121     0.0001207975 25066.3124664795
    0.9224489796    -1.1743757395   -67.2867734365   -68.3285796131    -0.0181829480     0.0001208063 25063.9057258775
    0.9244897959    -1.1796950225   -67.5915459031   -68.6221812244    -0.0179879797     0.0001208170 25061.4943774719
    0.9265306122    -1.1850838286   -67.9003017483   -68.9195335013    -0.0177889499     0.0001208297 25059.0783623130
    0.9285714286    -1.1905451201   -68.2132107017   -69.2207978079    -0.0175857125     0.0001208444 25056.6576136024
    0.9306122449    -1.1960820730   -68.5304547326   -69.5261478096    -0.0173781225     0.0001208615 25054.2320685788
    0.9326530612    -1.2016980990   -68.8522293213   -69.8357662164    -0.0171659571     0.0001208809 25051.8016619311
    0.9346938776    -1.2073968710   -69.1787449051   -70.1498514745    -0.0169490070     0.0001209025 25049.3663221552
    0.9367346939    -1.2131823517   -69.5102285299   -70.4686173358    -0.0167270402     0.0001209265 25046.9259777325
    0.9387755102    -1.2190588266   -69.8469257429   -70.7922946114    -0.0164997994     0.0001209529 25044.4805574005
    0.9408163265    -1.2250309424   -70.1891027733   -71.1211335597    -0.0162670060     0.0001209816 25042.0299904871
    0.9428571429    -1.2311037506   -70.5370490537   -71.4554051222    -0.0160283371     0.0001210126 25039.5742073245
    0.9448979592    -1.2372827589   -70.8910801509   -71.7954046906    -0.0157834407     0.0001210458 25037.1131397621
    0.9469387755    -1.2435739909   -71.2515411916   -72.1414553978    -0.0155319330     0.0001210809 25034.6467217741
    0.9489795918    -1.2499840563   -71.6188108859   -72.4939116832    -0.0152733902     0.0001211179 25032.1748910493
    0.9510204082    -1.2565202341   -71.9933062850   -72.8531638183    -0.0150073451     0.0001211564 25029.6975987966
    0.9530612245    -1.2631905710   -72.3754884407   -73.2196433151    -0.0147332820     0.0001211961 25027.2148052666
    0.9551020408    -1.2700040004   -72.7658691871   -73.5938291132    -0.0144506268     0.0001212368 25024.7264787162
    0.9571428571    -1.2769704845   -73.1650193268   -73.9762557459    -0.0141587465     0.0001212780 25022.2325975646
    0.9591836735    -1.2841011890   -73.5735785965   -74.3675228249    -0.0138569409     0.0001213191 25019.7331531242
    0.9612244898    -1.2914086960   -73.9922679079   -74.7683064147    -0.0135444271     0.0001213598 25017.2281530849
    0.9632653061    -1.2989072697   -74.4219045316   -75.1793727172    -0.0132203138     0.0001213991 25014.7176259994
    0.9653061224    -1.3066131882   -74.8634211408   -75.6015994413    -0.0128836418     0.0001214366 25012.2016271114
    0.9673469388    -1.3145451659   -75.3178899826   -76.0359931524    -0.0125332647     0.0001214713 25009.6802421803
    0.9693877551    -1.3227248956   -75.7865539757   -76.4837262729    -0.0121679520     0.0001215025 25007.1535691584
    0.9714285714    -1.3311777582   -76.2708673246   -76.9461669341    -0.0117862016     0.0001215289 25004.6217585516
    0.9734693878    -1.3399337634   -76.7725494708   -77.4249394448    -0.0113863531     0.0001215496 25002.0849915013
    0.9755102041    -1.3490288258   -77.2936581616   -77.9219877182    -0.0109664196     0.0001215633 24999.5434787079
    0.9775510204    -1.3585065303   -77.8366906282   -78.4396732951    -0.0105240329     0.0001215686 24996.9974688942
    0.9795918367    -1.3684206412   -78.4047273409   -78.9809126199    -0.0100563302     0.0001215641 24994.4472607368
    0.9816326531    -1.3788387766   -79.0016425268   -79.5493774627    -0.0095597781     0.0001215482 24991.8932201969
    0.9836734694    -1.3898479862   -79.6324237728   -80.1497962159    -0.0090298526     0.0001215190 24989.3357758575
    0.9857142857    -1.4015635991   -80.3036789465   -80.7884417672    -0.0084607073     0.0001214746 24986.7754017368
    0.9877551020    -1.4141440401   -81.0244851196   -81.4739314486    -0.0078443183     0.0001214130 24984.2126453220
    0.9897959184    -1.4278174270   -81.8079124837   -82.2186803074    -0.0071692510     0.0001213318 24981.6481300829
    0.9918367347    -1.4429339318   -82.6740244067   -83.0417506244    -0.0064180332     0.0001212287 24979.0825617383
    0.9938775510    -1.4600831244   -83.6566007642   -83.9752383017    -0.0055612742     0.0001211009 24976.5167392719
    0.9959183673    -1.4804147767   -84.8215186329   -85.0817354340    -0.0045416399     0.0001209456 24973.9515046022
    0.9979591837    -1.5068978001   -86.3388841007   -86.5228465497    -0.0032107504     0.0001207597 24971.3878852574
    0.9981447124    -1.5098724146   -86.5093169626   -86.6847111699    -0.0030612064     0.0001207412 24971.1549448460
    0.9983302412    -1.5129997231   -86.6884985354   -86.8548847199    -0.0029039867     0.0001207224 24970.9220280106
    0.9985157699    -1.5163060092   -86.8779347757   -87.0347976242    -0.0027377732     0.0001207033 24970.6891355655
    0.9987012987    -1.5198260904   -87.0796205724   -87.2263446804    -0.0025608188     0.0001206839 24970.4562678327
    0.9988868275    -1.5236077873   -87.2962958471   -87.4321282906    -0.0023707234     0.0001206642 24970.2234252027
    0.9990723562    -1.5277199472   -87.5319052508   -87.6558954839    -0.0021640378     0.0001206443 24969.9906081612
    0.9992578850    -1.5322682374   -87.7925030866   -87.9033962746    -0.0019354512     0.0001206240 24969.7578173366
    0.9994434137    -1.5374305386   -88.0882811581   -88.1843110288    -0.0016760374     0.0001206035 24969.5250535859
    0.9996289425    -1.5435536961   -88.4391122386   -88.5175146955    -0.0013683810     0.0001205826 24969.2923181808
    0.9998144712    -1.5515331758   -88.8963027451   -88.9517374319    -0.0009675178     0.0001205614 24969.0596133248
    1.0000000000    -1.5707963268   -90.0000000000   -90.0000000000     0.0000000000     0.0001205399 24968.8269451998
